,48.000,1403.000
5.726,48.000,1420.000
5.732,48.000,1418.000
5.739,48.000,1419.000
5.746,48.000,1418.000
5.752,48.000,1420.000
5.760,48.000,1418.000
5.766,48.000,1417.000
5.772,48.000,1418.000
5.780,48.000,1417.000
5.788,48.000,1417.000
5.795,48.000,1416.000
5.803,48.000,1416.000
5.811,48.000,1417.000
5.820,48.000,1415.000
5.826,48.000,1415.000
5.835,48.000,1416.000
5.843,48.000,1415.000
5.849,48.000,1415.000
5.857,48.000,1414.000
5.864,48.000,1415.000
5.872,48.000,1414.000
5.880,48.000,1414.000
5.886,48.000,1414.000
5.894,48.000,1413.000
5.901,48.000,1412.000
5.909,48.000,1412.000
5.917,48.000,1411.000
5.923,48.000,1412.000
5.932,48.000,1411.000
5.940,48.000,1410.000
5.947,48.000,1411.000
5.956,48.000,1411.000
5.964,48.000,1410.000
5.973,48.000,1411.000
5.981,48.000,1409.000
5.990,48.000,1409.000
5.998,48.000,1409.000
6.007,48.000,1410.000
6.016,48.000,1409.000
6.024,48.000,1409.000
6.035,48.000,1408.000
6.042,48.000,1407.000
6.052,48.000,1408.000
6.061,48.000,1408.000
6.070,48.000,1407.000
6.079,48.000,1407.000
6.088,48.000,1407.000
6.098,48.000,1407.000
6.107,48.000,1406.000
6.116,48.000,1405.000
6.125,48.000,1405.000
6.136,48.000,1404.000
6.145,48.000,1405.000
6.154,48.000,1406.000
6.165,48.000,1404.000
6.174,48.000,1405.000
6.183,48.000,1404.000
6.193,48.000,1403.000
6.202,48.000,1403.000
6.211,48.000,1403.000
6.219,48.000,1403.000
6.228,48.000,1401.000
6.236,48.000,1403.000
6.243,48.000,1403.000
6.251,48.000,1402.000
6.257,48.000,1402.000
6.265,48.000,1402.000
6.271,48.000,1401.000
6.279,48.000,1402.000
0.002,48.000,1402.000
0.009,48.000,1402.000
0.015,48.000,1401.000
0.023,48.000,1401.000
0.031,48.000,1400.000
0.038,48.000,1400.000
0.048,48.000,1401.000
0.057,48.000,1400.000
0.066,48.000,1401.000
0.075,48.000,1400.000
0.086,48.000,1400.000
0.095,48.000,1399.000
0.106,48.000,1401.000
0.117,48.000,1399.000
0.126,48.000,1400.000
0.137,48.000,1401.000
0.146,48.000,1400.000
0.155,48.000,1401.000
0.164,48.000,1400.000
0.173,48.000,1398.000
0.183,48.000,1399.000
0.192,48.000,1398.000
0.199,48.000,1399.000
0.209,48.000,1399.000
0.218,48.000,1400.000
0.227,48.000,1399.000
0.236,48.000,1399.000
0.245,48.000,1399.000
0.255,48.000,1398.000
0.264,48.000,1398.000
0.273,48.000,1399.000
0.284,48.000,1399.000
0.293,48.000,1399.000
0.304,48.000,1399.000
0.313,48.000,1400.000
0.324,48.000,1400.000
0.333,48.000,1400.000
0.342,48.000,1399.000
0.353,48.000,1400.000
0.362,48.000,1398.000
0.371,48.000,1398.000
0.380,48.000,1399.000
0.390,48.000,1401.000
0.399,48.000,1400.000
0.407,48.000,1401.000
0.414,48.000,1400.000
0.423,48.000,1402.000
0.430,48.000,1399.000
0.437,48.000,1400.000
0.445,48.000,1400.000
0.453,48.000,1401.000
0.459,48.000,1401.000
0.465,48.000,1402.000
0.471,48.000,1401.000
0.477,48.000,1401.000
0.482,48.000,1401.000
0.488,48.000,1401.000
0.494,48.000,1401.000
0.499,48.000,1401.000
0.505,48.000,1401.000
0.511,48.000,1401.000
0.515,48.000,1400.000
0.522,48.000,1401.000
0.528,48.000,1400.000
0.532,48.000,1401.000
0.538,48.000,1401.000
0.546,48.000,1401.000
0.554,48.000,1401.000
0.561,48.000,1402.000
0.569,48.000,1402.000
0.578,48.000,1401.000
0.588,48.000,1402.000
0.598,48.000,1402.000
0.609,48.000,1402.000
0.620,48.000,1402.000
0.632,48.000,1402.000
0.643,48.000,1401.000
0.655,48.000,1403.000
0.667,48.000,1403.000
0.678,48.000,1403.000
0.689,48.000,1403.000
0.699,48.000,1403.000
0.710,48.000,1403.000
0.723,48.000,1402.000
0.733,48.000,1402.000
0.744,48.000,1402.000
0.755,48.000,1403.000
0.765,48.000,1403.000
0.778,48.000,1403.000
0.788,48.000,1403.000
0.799,48.000,1401.000
0.811,48.000,1404.000
0.822,48.000,1403.000
0.833,48.000,1403.000
0.842,48.000,1404.000
0.853,48.000,1403.000
0.862,48.000,1402.000
0.871,48.000,1402.000
0.881,48.000,1402.000
0.890,48.000,1403.000
0.897,48.000,1403.000
0.905,48.000,1404.000
0.913,48.000,1402.000
0.920,48.000,1403.000
0.927,48.000,1403.000
0.934,48.000,1403.000
0.942,48.000,1404.000
0.948,48.000,1403.000
0.956,48.000,1404.000
0.962,48.000,1402.000
0.969,48.000,1403.000
0.976,48.000,1403.000
0.983,48.000,1402.000
0.989,48.000,1403.000
0.997,48.000,1403.000
1.005,48.000,1403.000
1.014,48.000,1402.000
1.022,48.000,1402.000
1.031,48.000,1402.000
1.040,48.000,1402.000
1.049,48.000,1403.000
1.058,48.000,1403.000
1.069,48.000,1403.000
1.078,48.000,1403.000
1.089,48.000,1402.000
1.100,48.000,1403.000
1.111,48.000,1403.000
1.123,48.000,1402.000
1.135,48.000,1403.000
1.146,48.000,1402.000
1.158,48.000,1403.000
1.170,48.000,1402.000
1.183,48.000,1402.000
1.195,48.000,1403.000
1.206,48.000,1402.000
1.216,48.000,1403.000
1.229,48.000,1402.000
1.239,48.000,1403.000
1.249,48.000,1401.000
1.259,48.000,1402.000
1.269,48.000,1402.000
1.279,48.000,1402.000
1.287,48.000,1402.000
1.295,48.000,1402.000
1.304,48.000,1403.000
1.312,48.000,1403.000
1.319,48.000,1401.000
1.325,48.000,1403.000
1.333,48.000,1402.000
1.339,48.000,1404.000
1.347,48.000,1402.000
1.353,48.000,1403.000
1.359,48.000,1403.000
1.365,48.000,1402.000
1.371,48.000,1402.000
1.379,48.000,1403.000
1.385,48.000,1403.000
1.393,48.000,1403.000
1.401,48.000,1401.000
1.408,48.000,1403.000
1.416,48.000,1403.000
1.424,48.000,1403.000
1.433,48.000,1403.000
1.442,48.000,1403.000
1.450,48.000,1402.000
1.460,48.000,1403.000
1.470,48.000,1403.000
1.479,48.000,1403.000
1.489,48.000,1403.000
1.499,48.000,1405.000
1.509,48.000,1403.000
1.519,48.000,1405.000
1.529,48.000,1405.000
1.539,48.000,1404.000
1.548,48.000,1404.000
1.557,48.000,1403.000
1.565,48.000,1406.000
1.574,48.000,1404.000
1.582,48.000,1405.000
1.591,48.000,1404.000
1.598,48.000,1404.000
1.608,48.000,1406.000
1.617,48.000,1405.000
1.626,48.000,1406.000
1.635,48.000,1405.000
1.646,48.000,1406.000
1.657,48.000,1405.000
1.666,48.000,1407.000
1.677,48.000,1406.000
1.687,48.000,1407.000
1.697,48.000,1406.000
1.706,48.000,1407.000
1.715,48.000,1407.000
1.723,48.000,1407.000
1.730,48.000,1408.000
1.738,48.000,1407.000
1.744,48.000,1409.000
1.750,48.000,1408.000
1.756,48.000,1408.000
1.761,48.000,1409.000
1.766,48.000,1407.000
1.770,48.000,1408.000
1.775,48.000,1409.000
1.779,48.000,1409.000
1.784,48.000,1408.000
1.789,48.000,1408.000
1.792,48.000,1409.000
1.796,48.000,1409.000
1.801,48.000,1409.000
1.804,48.000,1409.000
1.809,48.000,1409.000
1.813,48.000,1409.000
1.818,48.000,1409.000
1.822,48.000,1410.000
1.827,48.000,1409.000
1.832,48.000,1408.000
1.836,48.000,1409.000
1.841,48.000,1410.000
1.845,48.000,1409.000
1.852,48.000,1410.000
1.856,48.000,1410.000
1.861,48.000,1411.000
1.867,48.000,1411.000
1.871,48.000,1411.000
1.878,48.000,1412.000
1.884,48.000,1411.000
1.888,48.000,1411.000
1.896,48.000,1412.000
1.901,48.000,1413.000
1.908,48.000,1411.000
1.914,48.000,1412.000
1.921,48.000,1412.000
1.928,48.000,1413.000
1.934,48.000,1412.000
1.942,48.000,1414.000
1.950,48.000,1414.000
1.957,48.000,1413.000
1.965,48.000,1412.000
1.973,48.000,1414.000
1.980,48.000,1414.000
1.988,48.000,1414.000
1.996,48.000,1415.000
2.003,48.000,1414.000
2.013,48.000,1414.000
2.020,48.000,1415.000
2.028,48.000,1416.000
2.037,48.000,1415.000
2.045,48.000,1416.000
2.052,48.000,1415.000
2.060,48.000,1416.000
2.068,48.000,1417.000
2.075,48.000,1417.000
2.083,48.000,1416.000
2.091,48.000,1417.000
2.098,48.000,1418.000
2.106,48.000,1417.000
2.114,48.000,1417.000
2.121,48.000,1417.000
2.131,48.000,1418.000
2.140,48.000,1418.000
2.149,48.000,1419.000
2.158,48.000,1418.000
2.168,48.000,1418.000
2.177,48.000,1419.000
2.186,48.000,1418.000
2.195,48.000,1419.000
2.203,48.000,1418.000
2.212,48.000,1419.000
2.220,48.000,1420.000
2.227,48.000,1421.000
2.235,48.000,1420.000
2.241,48.000,1419.000
2.249,48.000,1420.000
2.255,48.000,1420.000
2.263,48.000,1420.000
2.269,48.000,1420.000
2.275,48.000,1420.000
2.281,48.000,1420.000
2.287,48.000,1420.000
2.295,48.000,1420.000
2.301,48.000,1420.000
2.307,48.000,1419.000
2.315,48.000,1420.000
2.321,48.000,1420.000
2.327,48.000,1419.000
2.333,48.000,1420.000
2.341,48.000,1420.000
2.347,48.000,1420.000
2.355,48.000,1420.000
2.361,48.000,1421.000
2.368,48.000,1420.000
2.376,48.000,1420.000
2.384,48.000,1421.000
2.391,48.000,1420.000
2.399,48.000,1419.000
2.407,48.000,1420.000
2.414,48.000,1421.000
2.424,48.000,1420.000
2.431,48.000,1420.000
2.441,48.000,1420.000
2.448,48.000,1419.000
2.457,48.000,1419.000
2.465,48.000,1419.000
2.474,48.000,1420.000
2.482,48.000,1418.000
2.491,48.000,1418.000
2.500,48.000,1419.000
2.510,48.000,1418.000
2.520,48.000,1418.000
2.530,48.000,1417.000
2.539,48.000,1418.000
2.548,48.000,1417.000
2.557,48.000,1416.000
2.566,48.000,1415.000
2.574,48.000,1417.000
2.582,48.000,1416.000
2.589,48.000,1415.000
2.597,48.000,1416.000
2.605,48.000,1416.000
2.612,48.000,1416.000
2.619,48.000,1416.000
2.625,48.000,1415.000
2.632,48.000,1415.000
2.638,48.000,1414.000
2.646,48.000,1414.000
2.652,48.000,1415.000
2.660,48.000,1414.000
2.666,48.000,1413.000
2.674,48.000,1412.000
2.680,48.000,1413.000
2.686,48.000,1414.000
2.694,48.000,1413.000
2.700,48.000,1413.000
2.706,48.000,1413.000
2.711,48.000,1412.000
2.717,48.000,1412.000
2.723,48.000,1411.000
2.729,48.000,1412.000
2.734,48.000,1411.000
2.740,48.000,1410.000
2.744,48.000,1409.000
2.750,48.000,1410.000
2.755,48.000,1411.000
2.760,48.000,1409.000
2.766,48.000,1409.000
2.770,48.000,1408.000
2.777,48.000,1408.000
2.781,48.000,1408.000
2.787,48.000,1408.000
2.793,48.000,1408.000
2.800,48.000,1408.000
2.804,48.000,1408.000
2.810,48.000,1407.000
2.816,48.000,1407.000
2.823,48.000,1407.000
2.829,48.000,1407.000
2.835,48.000,1406.000
2.841,48.000,1407.000
2.849,48.000,1406.000
2.855,48.000,1406.000
2.861,48.000,1406.000
2.867,48.000,1405.000
2.875,48.000,1404.000
2.882,48.000,1403.000
2.888,48.000,1403.000
2.896,48.000,1404.000
2.904,48.000,1404.000
2.911,48.000,1403.000
2.919,48.000,1403.000
2.927,48.000,1402.000
2.935,48.000,1403.000
2.942,48.000,1403.000
2.951,48.000,1400.000
2.959,48.000,1401.000
2.967,48.000,1400.000
2.976,48.000,1401.000
2.984,48.000,1401.000
2.993,48.000,1401.000
3.002,48.000,1399.000
3.010,48.000,1401.000
3.019,48.000,1399.000
3.027,48.000,1400.000
3.036,48.000,1400.000
3.043,48.000,1400.000
3.051,48.000,1400.000
3.057,48.000,1399.000
3.065,48.000,1399.000
3.071,48.000,1399.000
3.077,48.000,1399.000
3.082,48.000,1399.000
3.088,48.000,1398.000
3.093,48.000,1399.000
3.097,48.000,1398.000
3.102,48.000,1398.000
3.106,48.000,1399.000
3.111,48.000,1397.000
3.114,48.000,1398.000
3.119,48.000,1398.000
3.123,48.000,1397.000
3.126,48.000,1400.000
3.131,48.000,1397.000
3.135,48.000,1397.000
3.139,48.000,1398.000
3.143,48.000,1398.000
3.148,48.000,1397.000
3.152,48.000,1397.000
3.157,48.000,1396.000
3.163,48.000,1397.000
3.168,48.000,1397.000
3.174,48.000,1397.000
3.178,48.000,1397.000
3.185,48.000,1397.000
3.191,48.000,1396.000
3.197,48.000,1396.000
3.203,48.000,1397.000
3.209,48.000,1398.000
3.215,48.000,1397.000
3.223,48.000,1397.000
3.229,48.000,1396.000
3.237,48.000,1396.000
3.243,48.000,1396.000
3.251,48.000,1396.000
3.258,48.000,1395.000
3.266,48.000,1395.000
3.274,48.000,1396.000
3.281,48.000,1396.000
3.287,48.000,1395.000
3.295,48.000,1396.000
3.303,48.000,1397.000
3.309,48.000,1396.000
3.316,48.000,1396.000
3.323,48.000,1396.000
3.330,48.000,1396.000
3.338,48.000,1396.000
3.346,48.000,1395.000
3.352,48.000,1397.000
3.359,48.000,1396.000
3.367,48.000,1396.000
3.375,48.000,1395.000
3.382,48.000,1396.000
3.392,48.000,1398.000
3.399,48.000,1398.000
3.409,48.000,1397.000
3.418,48.000,1397.000
3.425,48.000,1396.000
3.435,48.000,1397.000
3.444,48.000,1398.000
3.453,48.000,1397.000
3.462,48.000,1398.000
3.471,48.000,1398.000
3.481,48.000,1399.000
3.490,48.000,1397.000
3.499,48.000,1397.000
3.508,48.000,1398.000
3.516,48.000,1399.000
3.525,48.000,1398.000
3.533,48.000,1399.000
3.540,48.000,1399.000
3.548,48.000,1399.000
3.556,48.000,1399.000
3.563,48.000,1399.000
3.570,48.000,1400.000
3.577,48.000,1400.000
3.583,48.000,1400.000
3.590,48.000,1400.000
3.597,48.000,1400.000
3.602,48.000,1400.000
3.608,48.000,1400.000
3.614,48.000,1399.000
3.620,48.000,1401.000
3.625,48.000,1400.000
3.631,48.000,1401.000
3.637,48.000,1400.000
3.643,48.000,1400.000
3.649,48.000,1400.000
3.655,48.000,1400.000
3.663,48.000,1400.000
3.669,48.000,1402.000
3.677,48.000,1402.000
3.685,48.000,1402.000
3.692,48.000,1402.000
3.701,48.000,1400.000
3.711,48.000,1402.000
3.720,48.000,1402.000
3.729,48.000,1403.000
3.740,48.000,1402.000
3.751,48.000,1403.000
3.760,48.000,1402.000
3.771,48.000,1403.000
3.780,48.000,1405.000
3.790,48.000,1402.000
3.800,48.000,1403.000
3.809,48.000,1403.000
3.817,48.000,1403.000
3.826,48.000,1403.000
3.833,48.000,1405.000
3.841,48.000,1404.000
3.850,48.000,1404.000
3.858,48.000,1403.000
3.867,48.000,1404.000
3.876,48.000,1403.000
3.886,48.000,1404.000
3.893,48.000,1404.000
3.902,48.000,1405.000
3.912,48.000,1404.000
3.921,48.000,1403.000
3.932,48.000,1404.000
3.941,48.000,1404.000
3.950,48.000,1404.000
3.961,48.000,1404.000
3.970,48.000,1404.000
3.979,48.000,1405.000
3.988,48.000,1403.000
3.998,48.000,1404.000
4.007,48.000,1404.000
4.016,48.000,1404.000
4.025,48.000,1404.000
4.033,48.000,1404.000
4.042,48.000,1404.000
4.050,48.000,1403.000
4.057,48.000,1404.000
4.065,48.000,1404.000
4.074,48.000,1405.000
4.082,48.000,1404.000
4.091,48.000,1404.000
4.099,48.000,1404.000
4.106,48.000,1404.000
4.114,48.000,1404.000
4.122,48.000,1403.000
4.131,48.000,1404.000
4.137,48.000,1405.000
4.145,48.000,1405.000
4.152,48.000,1404.000
4.160,48.000,1403.000
4.168,48.000,1404.000
4.175,48.000,1404.000
4.183,48.000,1404.000
4.191,48.000,1404.000
4.199,48.000,1402.000
4.206,48.000,1403.000
4.214,48.000,1404.000
4.222,48.000,1405.000
4.231,48.000,1404.000
4.240,48.000,1404.000
4.249,48.000,1403.000
4.260,48.000,1405.000
4.269,48.000,1403.000
4.280,48.000,1403.000
4.291,48.000,1405.000
4.300,48.000,1403.000
4.310,48.000,1402.000
4.320,48.000,1404.000
4.330,48.000,1402.000
4.340,48.000,1404.000
4.349,48.000,1403.000
4.358,48.000,1403.000
4.367,48.000,1403.000
4.376,48.000,1403.000
4.386,48.000,1404.000
4.396,48.000,1403.000
4.404,48.000,1403.000
4.415,48.000,1403.000
4.422,48.000,1403.000
4.432,48.000,1404.000
4.441,48.000,1402.000
4.450,48.000,1402.000
4.458,48.000,1404.000
4.467,48.000,1403.000
4.476,48.000,1403.000
4.484,48.000,1403.000
4.493,48.000,1403.000
4.502,48.000,1405.000
4.511,48.000,1402.000
4.521,48.000,1402.000
4.531,48.000,1404.000
4.542,48.000,1404.000
4.553,48.000,1404.000
4.565,48.000,1405.000
4.576,48.000,1403.000
4.588,48.000,1405.000
4.599,48.000,1406.000
4.611,48.000,1405.000
4.623,48.000,1405.000
4.636,48.000,1405.000
4.646,48.000,1406.000
4.657,48.000,1405.000
4.669,48.000,1406.000
4.679,48.000,1406.000
4.689,48.000,1406.000
4.699,48.000,1406.000
4.708,48.000,1405.000
4.715,48.000,1407.000
4.725,48.000,1406.000
4.734,48.000,1407.000
4.743,48.000,1408.000
4.751,48.000,1407.000
4.761,48.000,1406.000
4.771,48.000,1408.000
4.780,48.000,1408.000
4.791,48.000,1409.000
4.801,48.000,1408.000
4.811,48.000,1408.000
4.821,48.000,1409.000
4.832,48.000,1409.000
4.841,48.000,1409.000
4.850,48.000,1410.000
4.858,48.000,1410.000
4.867,48.000,1408.000
4.875,48.000,1410.000
4.881,48.000,1410.000
4.889,48.000,1411.000
4.896,48.000,1411.000
4.903,48.000,1411.000
4.909,48.000,1412.000
4.916,48.000,1412.000
4.923,48.000,1411.000
4.929,48.000,1412.000
4.935,48.000,1411.000
4.942,48.000,1412.000
4.949,48.000,1412.000
4.956,48.000,1413.000
4.964,48.000,1413.000
4.972,48.000,1412.000
4.981,48.000,1413.000
4.990,48.000,1414.000
4.998,48.000,1414.000
5.008,48.000,1414.000
5.018,48.000,1415.000
5.027,48.000,1416.000
5.038,48.000,1416.000
5.047,48.000,1417.000
5.058,48.000,1416.000
5.067,48.000,1417.000
5.077,48.000,1417.000
5.088,48.000,1418.000
5.099,48.000,1418.000
5.108,48.000,1418.000
5.119,48.000,1419.000
5.130,48.000,1419.000
5.140,48.000,1419.000
5.150,48.000,1419.000
5.160,48.000,1421.000
5.171,48.000,1421.000
5.180,48.000,1420.000
5.189,48.000,1420.000
5.199,48.000,1422.000
5.209,48.000,1421.000
5.217,48.000,1422.000
5.226,48.000,1421.000
5.235,48.000,1422.000
5.245,48.000,1422.000
5.254,48.000,1423.000
5.262,48.000,1421.000
5.271,48.000,1424.000
5.280,48.000,1421.000
5.289,48.000,1424.000
5.298,48.000,1423.000
5.308,48.000,1423.000
5.317,48.000,1423.000
5.324,48.000,1424.000
5.334,48.000,1425.000
5.341,48.000,1424.000
5.349,48.000,1424.000
5.358,48.000,1424.000
5.364,48.000,1425.000
5.372,48.000,1423.000
5.378,48.000,1425.000
5.386,48.000,1424.000
5.392,48.000,1424.000
5.398,48.000,1424.000
5.406,48.000,1425.000
5.412,48.000,1425.000
5.418,48.000,1425.000
5.426,48.000,1425.000
5.433,48.000,1426.000
5.441,48.000,1426.000
5.449,48.000,1424.000
5.455,48.000,1425.000
5.464,48.000,1424.000
5.472,48.000,1425.000
5.479,48.000,1424.000
5.489,48.000,1423.000
5.496,48.000,1424.000
5.505,48.000,1423.000
5.513,48.000,1423.000
5.522,48.000,1424.000
5.532,48.000,1424.000
5.539,48.000,1424.000
5.548,48.000,1424.000
5.556,48.000,1424.000
5.564,48.000,1424.000
5.573,48.000,1424.000
5.582,48.000,1423.000
5.590,48.000,1424.000
5.597,48.000,1423.000
5.607,48.000,1421.000
5.614,48.000,1422.000
5.624,48.000,1422.000
5.633,48.000,1422.000
5.640,48.000,1423.000
5.650,48.000,1422.000
5.659,48.000,1422.000
5.667,48.000,1422.000
5.676,48.000,1420.000
5.685,48.000,1421.000
5.693,48.000,1420.000
5.702,48.000,1421.000
5.709,48.000,1421.000
5.719,48.000,1420.000
5.726,48.000,1420.000
5.734,48.000,1419.000
5.742,48.000,1419.000
5.749,48.000,1418.000
5.757,48.000,1419.000
5.763,48.000,1419.000
5.771,48.000,1418.000
5.779,48.000,1418.000
5.786,48.000,1418.000
5.794,48.000,1419.000
5.802,48.000,1416.000
5.809,48.000,1416.000
5.817,48.000,1415.000
5.825,48.000,1416.000
5.832,48.000,1416.000
5.840,48.000,1416.000
5.848,48.000,1415.000
5.857,48.000,1415.000
5.863,48.000,1413.000
5.872,48.000,1414.000
5.880,48.000,1415.000
5.887,48.000,1413.000
5.895,48.000,1413.000
5.903,48.000,1414.000
5.910,48.000,1413.000
5.917,48.000,1413.000
5.926,48.000,1413.000
5.932,48.000,1413.000
5.940,48.000,1412.000
5.949,48.000,1411.000
5.956,48.000,1410.000
5.966,48.000,1411.000
5.973,48.000,1412.000
5.981,48.000,1410.000
5.989,48.000,1410.000
5.998,48.000,1408.000
6.006,48.000,1409.000
6.015,48.000,1410.000
6.024,48.000,1408.000
6.033,48.000,1408.000
6.041,48.000,1407.000
6.050,48.000,1407.000
6.059,48.000,1407.000
6.068,48.000,1407.000
6.078,48.000,1407.000
6.087,48.000,1407.000
6.096,48.000,1406.000
6.107,48.000,1404.000
6.116,48.000,1406.000
6.125,48.000,1406.000
6.136,48.000,1405.000
6.145,48.000,1405.000
6.156,48.000,1404.000
6.165,48.000,1404.000
6.174,48.000,1403.000
6.185,48.000,1403.000
6.194,48.000,1404.000
6.202,48.000,1403.000
6.211,48.000,1404.000
6.219,48.000,1403.000
6.225,48.000,1403.000
6.233,48.000,1402.000
6.239,48.000,1403.000
6.245,48.000,1404.000
6.251,48.000,1403.000
6.256,48.000,1403.000
6.262,48.000,1402.000
6.266,48.000,1403.000
6.272,48.000,1403.000
6.277,48.000,1401.000
6.282,48.000,1403.000
0.005,48.000,1401.000
0.011,48.000,1402.000
0.015,48.000,1401.000
0.021,48.000,1401.000
0.028,48.000,1400.000
0.034,48.000,1401.000
0.040,48.000,1400.000
0.048,48.000,1401.000
0.055,48.000,1400.000
0.061,48.000,1400.000
0.071,48.000,1400.000
0.078,48.000,1401.000
0.086,48.000,1400.000
0.094,48.000,1400.000
0.101,48.000,1401.000
0.109,48.000,1400.000
0.117,48.000,1400.000
0.124,48.000,1401.000
0.132,48.000,1401.000
0.140,48.000,1400.000
0.146,48.000,1400.000
0.153,48.000,1400.000
0.160,48.000,1401.000
0.166,48.000,1401.000
0.172,48.000,1400.000
0.178,48.000,1400.000
0.184,48.000,1400.000
0.190,48.000,1400.000
0.196,48.000,1399.000
0.201,48.000,1399.000
0.207,48.000,1400.000
0.213,48.000,1399.000
0.219,48.000,1399.000
0.225,48.000,1400.000
0.230,48.000,1400.000
0.236,48.000,1399.000
0.242,48.000,1400.000
0.249,48.000,1401.000
0.255,48.000,1400.000
0.261,48.000,1401.000
0.267,48.000,1398.000
0.275,48.000,1400.000
0.281,48.000,1400.000
0.287,48.000,1399.000
0.293,48.000,1399.000
0.301,48.000,1401.000
0.307,48.000,1399.000
0.314,48.000,1400.000
0.321,48.000,1400.000
0.328,48.000,1400.000
0.334,48.000,1399.000
0.342,48.000,1400.000
0.350,48.000,1400.000
0.356,48.000,1399.000
0.364,48.000,1400.000
0.371,48.000,1401.000
0.379,48.000,1401.000
0.385,48.000,1401.000
0.393,48.000,1400.000
0.400,48.000,1400.000
0.407,48.000,1400.000
0.414,48.000,1401.000
0.420,48.000,1401.000
0.428,48.000,1401.000
0.434,48.000,1401.000
0.440,48.000,1401.000
0.446,48.000,1400.000
0.453,48.000,1400.000
0.457,48.000,1401.000
0.463,48.000,1400.000
0.468,48.000,1400.000
0.471,48.000,1400.000
0.476,48.000,1400.000
0.480,48.000,1400.000
0.483,48.000,1401.000
0.488,48.000,1399.000
0.491,48.000,1400.000
0.495,48.000,1401.000
0.499,48.000,1400.000
0.503,48.000,1399.000
0.506,48.000,1400.000
0.511,48.000,1402.000
0.514,48.000,1400.000
0.518,48.000,1401.000
0.522,48.000,1401.000
0.525,48.000,1401.000
0.529,48.000,1401.000
0.532,48.000,1401.000
0.537,48.000,1401.000
0.541,48.000,1401.000
0.545,48.000,1401.000
0.549,48.000,1401.000
0.555,48.000,1401.000
0.560,48.000,1401.000
0.566,48.000,1401.000
0.571,48.000,1401.000
0.577,48.000,1402.000
0.583,48.000,1401.000
0.591,48.000,1403.000
0.597,48.000,1401.000
0.604,48.000,1402.000
0.612,48.000,1402.000
0.621,48.000,1401.000
0.630,48.000,1403.000
0.638,48.000,1401.000
0.649,48.000,1402.000
0.657,48.000,1403.000
0.666,48.000,1402.000
0.676,48.000,1402.000
0.686,48.000,1402.000
0.695,48.000,1402.000
0.704,48.000,1402.000
0.713,48.000,1402.000
0.723,48.000,1402.000
0.730,48.000,1403.000
0.739,48.000,1403.000
0.747,48.000,1403.000
0.756,48.000,1404.000
0.764,48.000,1403.000
0.773,48.000,1404.000
0.781,48.000,1404.000
0.790,48.000,1404.000
0.798,48.000,1403.000
0.805,48.000,1403.000
0.813,48.000,1404.000
0.821,48.000,1402.000
0.828,48.000,1404.000
0.834,48.000,1403.000
0.842,48.000,1403.000
0.848,48.000,1402.000
0.854,48.000,1404.000
0.861,48.000,1404.000
0.867,48.000,1403.000
0.871,48.000,1403.000
0.877,48.000,1403.000
0.882,48.000,1403.000
0.888,48.000,1402.000
0.893,48.000,1402.000
0.897,48.000,1402.000
0.902,48.000,1402.000
0.907,48.000,1403.000
0.911,48.000,1403.000
0.916,48.000,1404.000
0.920,48.000,1403.000
0.925,48.000,1403.000
0.930,48.000,1403.000
0.934,48.000,1403.000
0.940,48.000,1403.000
0.945,48.000,1402.000
0.950,48.000,1402.000
0.954,48.000,1403.000
0.960,48.000,1403.000
0.965,48.000,1404.000
0.971,48.000,1402.000
0.976,48.000,1402.000
0.982,48.000,1403.000
0.986,48.000,1403.000
0.992,48.000,1403.000
0.999,48.000,1402.000
1.005,48.000,1403.000
1.011,48.000,1402.000
1.019,48.000,1403.000
1.025,48.000,1403.000
1.031,48.000,1402.000
1.039,48.000,1402.000
1.046,48.000,1403.000
1.054,48.000,1403.000
1.062,48.000,1402.000
1.069,48.000,1402.000
1.077,48.000,1404.000
1.086,48.000,1401.000
1.095,48.000,1403.000
1.106,48.000,1402.000
1.117,48.000,1402.000
1.127,48.000,1402.000
1.138,48.000,1402.000
1.149,48.000,1402.000
1.161,48.000,1402.000
1.172,48.000,1402.000
1.184,48.000,1403.000
1.195,48.000,1403.000
1.207,48.000,1402.000
1.218,48.000,1401.000
1.229,48.000,1402.000
1.239,48.000,1402.000
1.250,48.000,1402.000
1.261,48.000,1402.000
1.270,48.000,1403.000
1.281,48.000,1402.000
1.290,48.000,1402.000
1.301,48.000,1401.000
1.310,48.000,1402.000
1.319,48.000,1401.000
1.328,48.000,1402.000
1.338,48.000,1401.000
1.345,48.000,1403.000
1.355,48.000,1402.000
1.364,48.000,1402.000
1.371,48.000,1402.000
1.381,48.000,1402.000
1.388,48.000,1402.000
1.397,48.000,1403.000
1.405,48.000,1401.000
1.414,48.000,1402.000
1.424,48.000,1403.000
1.431,48.000,1402.000
1.440,48.000,1402.000
1.450,48.000,1402.000
1.459,48.000,1402.000
1.468,48.000,1402.000
1.477,4
